datetime;seconds;action;model;item_type;id;sender_user;sender_agent;sender_id;document;portal;container;x;y;rotation;scale;text;value;
"2019-10-01T13:28:03.444Z";"8568.983";"update";"items";"Postit";"0b5d9a89-ea05-4b8b-9339-00b8a802dd19";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;"63e5089f-dd11-41eb-ba73-7df55c60b592";;"0.0";"0.0";"0";"1.0";"camille racaille";;
"2019-10-01T13:27:59.288Z";"8564.827";"update";"items.Transform";;"b1cf5c37-88ca-4410-a21e-1c5abde82743";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"836.9";"1232.5";"0";"1.0";;;
"2019-10-01T13:28:01.026Z";"8566.565";"update";"items.Color";;"b1cf5c37-88ca-4410-a21e-1c5abde82743";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;;;;;;"#FFFC5BAC";
"2019-10-01T13:28:01.801Z";"8567.34";"update";"items.Transform";;"173f962a-a01c-4195-88b6-41f4ea2b34dd";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"1139.9";"1241.2";"0";"1.0";;;
"2019-10-01T13:28:03.030Z";"8568.569";"update";"items.Transform";;"0b5d9a89-ea05-4b8b-9339-00b8a802dd19";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;;;"878.0";"1895.7";"3";"1.0";;;
"2019-10-01T13:28:03.083Z";"8568.622";"update";"items.Color";;"173f962a-a01c-4195-88b6-41f4ea2b34dd";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;;;;;;"#FFFC5BAC";
"2019-10-01T13:28:04.056Z";"8569.595";"update";"items.Transform";;"ade8338b-7315-4911-a6ed-c701ffc71b2c";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"527.0";"1518.9";"0";"1.0";;;
"2019-10-01T13:28:05.369Z";"8570.908";"update";"items.Color";;"ade8338b-7315-4911-a6ed-c701ffc71b2c";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;;;;;;"#FFFC5BAC";
"2019-10-01T13:28:06.079Z";"8571.618";"update";"items.Transform";;"17c7e00f-e4ef-4ca9-9cb1-1e8933a6ca76";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"527.0";"1676.2";"0";"1.0";;;
"2019-10-01T13:28:07.707Z";"8573.246";"update";"items.Color";;"17c7e00f-e4ef-4ca9-9cb1-1e8933a6ca76";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;;;;;;"#FFFC5BAC";
