Time,Collaboration,Cooperation,Coordination,Communication,Travail individuel,Teacher Intervention,Neutral/setup,Technical Issue,Off topic,seance
1140.0,1,1,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1170.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1200.0,0,1,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1230.0,0,1,0,0,0,0,0,0,0,Seance_4_DTX_Cartable
1260.0,1,0,0,0,1,0,0,0,0,Seance_4_DTX_Cartable
1290.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1320.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1350.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1380.0,1,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1410.0,1,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1440.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1470.0,0,1,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1500.0,0,0,0,0,1,0,0,0,0,Seance_4_DTX_Cartable
1530.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1560.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1590.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1620.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1650.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1680.0,0,1,0,0,1,0,0,0,0,Seance_4_DTX_Cartable
1710.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1740.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1770.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1800.0,0,0,0,0,1,0,0,0,0,Seance_4_DTX_Cartable
1830.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1860.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1890.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1920.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
1950.0,1,0,0,0,1,0,0,0,0,Seance_4_DTX_Cartable
1980.0,1,0,0,0,1,0,0,0,0,Seance_4_DTX_Cartable
2010.0,0,0,0,1,1,0,0,0,0,Seance_4_DTX_Cartable
2040.0,1,0,0,0,1,0,0,0,0,Seance_4_DTX_Cartable
2070.0,1,0,0,0,1,0,0,0,0,Seance_4_DTX_Cartable
2100.0,0,0,0,0,1,1,0,0,0,Seance_4_DTX_Cartable
2130.0,0,0,0,1,0,1,0,0,0,Seance_4_DTX_Cartable
2160.0,0,0,0,1,0,1,0,0,0,Seance_4_DTX_Cartable
2190.0,0,0,0,1,0,1,0,0,0,Seance_4_DTX_Cartable
2220.0,0,0,0,0,0,1,0,0,0,Seance_4_DTX_Cartable
2250.0,0,0,0,0,1,1,0,0,0,Seance_4_DTX_Cartable
2280.0,0,0,0,0,1,1,0,0,0,Seance_4_DTX_Cartable
2310.0,0,0,0,0,0,1,0,0,0,Seance_4_DTX_Cartable
0.0,0,0,0,1,1,0,0,0,1,Seance_5_Tension_CV_LM
30.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
60.0,1,0,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
90.0,0,1,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
120.0,0,1,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
150.0,1,1,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
180.0,1,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
210.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
240.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
270.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
300.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
330.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
360.0,0,1,1,1,1,0,0,0,0,Seance_5_Tension_CV_LM
390.0,0,1,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
420.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
450.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
480.0,0,1,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
510.0,1,1,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
540.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
570.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
600.0,0,0,0,0,1,1,0,0,0,Seance_5_Tension_CV_LM
630.0,0,0,0,0,0,1,0,0,0,Seance_5_Tension_CV_LM
660.0,0,0,0,0,1,1,0,0,0,Seance_5_Tension_CV_LM
690.0,0,0,0,1,1,1,0,0,0,Seance_5_Tension_CV_LM
720.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
750.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
780.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
810.0,0,1,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
840.0,0,1,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
870.0,0,1,0,0,0,0,0,0,0,Seance_5_Tension_CV_LM
900.0,0,1,0,0,0,0,0,0,0,Seance_5_Tension_CV_LM
930.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
960.0,1,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
990.0,1,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1020.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1050.0,0,0,0,0,0,1,0,0,0,Seance_5_Tension_CV_LM
1080.0,0,0,0,0,0,1,0,0,0,Seance_5_Tension_CV_LM
1110.0,0,0,0,0,1,1,0,0,0,Seance_5_Tension_CV_LM
1140.0,0,0,0,1,1,1,0,0,0,Seance_5_Tension_CV_LM
1170.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
1200.0,1,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1230.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1260.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1290.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1320.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1350.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
1380.0,1,0,0,0,0,0,0,0,0,Seance_5_Tension_CV_LM
1410.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1440.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1470.0,1,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1500.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
1530.0,0,1,0,0,0,0,0,0,0,Seance_5_Tension_CV_LM
1560.0,0,0,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
1590.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1620.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
1650.0,0,0,0,1,1,0,0,1,0,Seance_5_Tension_CV_LM
1680.0,0,0,1,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1710.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1740.0,0,1,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1770.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
1800.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1830.0,1,0,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
1860.0,1,0,0,0,0,0,0,0,0,Seance_5_Tension_CV_LM
1890.0,0,0,1,1,1,0,0,0,0,Seance_5_Tension_CV_LM
1920.0,0,0,1,1,0,0,0,1,0,Seance_5_Tension_CV_LM
1950.0,0,0,0,0,0,0,0,0,1,Seance_5_Tension_CV_LM
1980.0,0,0,0,0,1,0,0,1,0,Seance_5_Tension_CV_LM
2010.0,0,0,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
2040.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
2070.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2100.0,1,0,1,0,1,0,0,0,0,Seance_5_Tension_CV_LM
2130.0,0,0,1,1,0,0,0,0,0,Seance_5_Tension_CV_LM
2160.0,0,1,0,0,0,0,0,0,0,Seance_5_Tension_CV_LM
2190.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
2220.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
2250.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2280.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2310.0,0,1,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2340.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2370.0,0,1,0,0,0,0,0,0,0,Seance_5_Tension_CV_LM
2400.0,0,0,0,1,0,1,0,0,0,Seance_5_Tension_CV_LM
2430.0,0,0,0,0,1,1,0,0,0,Seance_5_Tension_CV_LM
2460.0,0,0,0,0,1,1,0,0,0,Seance_5_Tension_CV_LM
2490.0,0,0,0,0,1,1,0,0,0,Seance_5_Tension_CV_LM
2520.0,0,0,0,0,1,1,0,0,0,Seance_5_Tension_CV_LM
2550.0,0,0,0,1,0,1,0,0,0,Seance_5_Tension_CV_LM
2580.0,0,1,0,0,0,0,0,0,0,Seance_5_Tension_CV_LM
2610.0,1,1,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
2640.0,0,0,1,1,0,0,0,0,0,Seance_5_Tension_CV_LM
2670.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2700.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2730.0,1,0,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
2760.0,0,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
2790.0,0,1,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
2820.0,1,0,0,1,0,0,0,0,0,Seance_5_Tension_CV_LM
2850.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2880.0,0,1,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2910.0,1,0,0,0,1,0,0,0,0,Seance_5_Tension_CV_LM
2940.0,0,1,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
2970.0,0,0,0,1,1,0,0,0,0,Seance_5_Tension_CV_LM
3000.0,0,0,0,0,1,1,0,0,0,Seance_5_Tension_CV_LM
