datetime;seconds;action;model;item_type;id;sender_user;sender_agent;sender_id;document;portal;container;x;y;rotation;scale;text;value;
"2019-09-24T13:03:41.387Z";"2286.276";"update";"items.Transform";;"fe36e593-268d-455d-9e23-98f71cfeb386";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"1039.6";"1031.9";"0";"1.0";;;
"2019-09-24T13:03:42.324Z";"2287.213";"update";"items.Transform";;"c7ab3da5-62d5-4658-b77f-7af281ddd9b7";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"2292.0";"715.2";"180";"2.9";;;
"2019-09-24T13:03:43.656Z";"2288.545";"create";"items";"Postit";"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"1964.9";"317.8";"0";"1.0";"a";;
"2019-09-24T13:03:45.226Z";"2290.115";"update";"items.Transform";;"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"2082.0";"445.8";"180";"1.0";;;
"2019-09-24T13:03:56.796Z";"2301.685";"update";"items.Transform";;"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"2030.4";"445.8";"180";"1.0";;;
"2019-09-24T13:04:18.454Z";"2323.343";"update";"items";"Postit";"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;"63e5089f-dd11-41eb-ba73-7df55c60b592";;"0.0";"0.0";"0";"1.0";"assurer le transport entre la banque et le camion";;
"2019-09-24T13:04:21.379Z";"2326.268";"update";"items";"Postit";"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";"79fdb200-2a38-4980-bd13-193bee9a9948";;"65ba76e1-1735-451f-b5ad-2871af1a0cd2";"1046.5";"1216.4";"0";"1.0";"assurer le transport entre la banque et le camion";;
"2019-09-24T13:04:23.967Z";"2328.856";"update";"items.Transform";;"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"1039.6";"1217.7";"0";"1.0";;;
"2019-09-24T13:04:15.714Z";"2320.603";"update";"items.Text";;"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;;;;;"assurer le transport entre la banque et le camion";;
"2019-09-24T13:04:31.545Z";"2336.434";"update";"items.Transform";;"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"799.6";"917.7";"0";"1.0";;;
"2019-09-24T13:04:32.764Z";"2337.653";"update";"items.Transform";;"fe36e593-268d-455d-9e23-98f71cfeb386";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"883.2";"1103.5";"0";"1.0";;;
"2019-09-24T13:04:33.422Z";"2338.311";"update";"documents";;"c38fcea9-026c-484e-b3da-eed697cf7039";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;;;;;;;
"2019-09-24T13:04:40.628Z";"2345.517";"update";"items.Transform";;"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"883.2";"1298.3";"0";"1.0";;;
"2019-09-24T13:04:53.229Z";"2358.118";"update";"items.Transform";;"d578cca5-1c49-48a3-9ac0-02d40703ed1d";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"1541.0";"1039.3";"0";"1.0";;;
